title,artist,track_id,track_image,country,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Say Yes,활,6WrG17GRvpjaMF1S8SI8MW,https://cdnimg.melon.co.kr/cm/album/images/000/30/918/30918_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.508,0.673,2,-2.224,1,0.0317,0.187,1.14e-05,0.191,0.166,123.938,audio_features,6WrG17GRvpjaMF1S8SI8MW,spotify:track:6WrG17GRvpjaMF1S8SI8MW,https://api.spotify.com/v1/tracks/6WrG17GRvpjaMF1S8SI8MW,https://api.spotify.com/v1/audio-analysis/6WrG17GRvpjaMF1S8SI8MW,269109,4
Ohio,혁오 ,53EC95VrvT6Ne0ZfJLAQM9,https://cdnimg.melon.co.kr/cm/album/images/022/82/505/2282505_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.577,0.546,7,-4.317,1,0.0273,0.706,0.000126,0.0952,0.401,74.996,audio_features,53EC95VrvT6Ne0ZfJLAQM9,spotify:track:53EC95VrvT6Ne0ZfJLAQM9,https://api.spotify.com/v1/tracks/53EC95VrvT6Ne0ZfJLAQM9,https://api.spotify.com/v1/audio-analysis/53EC95VrvT6Ne0ZfJLAQM9,249587,4
"봄날, 벚꽃 그리고 너",에피톤 프로젝트,6P1l6iNWXvNzlZGv5mSD8I,https://cdnimg.melon.co.kr/cm/album/images/003/77/198/377198_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.507,0.125,2,-19.165,1,0.0422,0.994,0.934,0.133,0.203,140.123,audio_features,6P1l6iNWXvNzlZGv5mSD8I,spotify:track:6P1l6iNWXvNzlZGv5mSD8I,https://api.spotify.com/v1/tracks/6P1l6iNWXvNzlZGv5mSD8I,https://api.spotify.com/v1/audio-analysis/6P1l6iNWXvNzlZGv5mSD8I,230035,3
My Darling ,버즈,7I0Nf56QCRXcEPJScTr09i,https://cdnimg.melon.co.kr/cm/album/images/003/17/113/317113_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.402,0.414,5,-4.853,1,0.0315,0.411,0.000612,0.154,0.159,137.87,audio_features,7I0Nf56QCRXcEPJScTr09i,spotify:track:7I0Nf56QCRXcEPJScTr09i,https://api.spotify.com/v1/tracks/7I0Nf56QCRXcEPJScTr09i,https://api.spotify.com/v1/audio-analysis/7I0Nf56QCRXcEPJScTr09i,288280,4
1ST,버즈,77k2SDAmYc5iO4IcWgTLVN,https://cdnimg.melon.co.kr/cm2/album/images/003/00/646/300646_20230306155609_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.667,0.794,1,-4.408,0,0.0374,0.0376,0.0,0.128,0.702,114.92,audio_features,77k2SDAmYc5iO4IcWgTLVN,spotify:track:77k2SDAmYc5iO4IcWgTLVN,https://api.spotify.com/v1/tracks/77k2SDAmYc5iO4IcWgTLVN,https://api.spotify.com/v1/audio-analysis/77k2SDAmYc5iO4IcWgTLVN,249307,4
Please ,플라워,40WUDKRTXlGr2hg8ARrnFu,https://cdnimg.melon.co.kr/cm/album/images/000/00/781/781_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.443,0.476,7,-6.602,1,0.0279,0.13,0.0,0.169,0.121,139.529,audio_features,40WUDKRTXlGr2hg8ARrnFu,spotify:track:40WUDKRTXlGr2hg8ARrnFu,https://api.spotify.com/v1/tracks/40WUDKRTXlGr2hg8ARrnFu,https://api.spotify.com/v1/audio-analysis/40WUDKRTXlGr2hg8ARrnFu,232150,4
죄,루그,2wiBuSz0djTvX27AkMmK9S,https://cdnimg.melon.co.kr/cm/album/images/003/28/289/328289_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.524,0.555,4,-4.242,1,0.0301,0.424,0.0,0.127,0.16,140.044,audio_features,2wiBuSz0djTvX27AkMmK9S,spotify:track:2wiBuSz0djTvX27AkMmK9S,https://api.spotify.com/v1/tracks/2wiBuSz0djTvX27AkMmK9S,https://api.spotify.com/v1/audio-analysis/2wiBuSz0djTvX27AkMmK9S,270655,4
말이야,이홍기 ,1ho0h435BkVELoHButnNed,https://cdnimg.melon.co.kr/cm/album/images/022/09/824/2209824_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.644,0.88,1,-3.567,0,0.0428,0.111,0.0,0.116,0.448,139.941,audio_features,1ho0h435BkVELoHButnNed,spotify:track:1ho0h435BkVELoHButnNed,https://api.spotify.com/v1/tracks/1ho0h435BkVELoHButnNed,https://api.spotify.com/v1/audio-analysis/1ho0h435BkVELoHButnNed,229854,4
막걸리나,버스커 버스커,3PeS1C8mP17rc00Cmzqzij,https://cdnimg.melon.co.kr/cm/album/images/020/26/966/2026966_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.511,0.912,2,-3.11,1,0.346,0.163,5.1e-06,0.0745,0.386,138.026,audio_features,3PeS1C8mP17rc00Cmzqzij,spotify:track:3PeS1C8mP17rc00Cmzqzij,https://api.spotify.com/v1/tracks/3PeS1C8mP17rc00Cmzqzij,https://api.spotify.com/v1/audio-analysis/3PeS1C8mP17rc00Cmzqzij,187893,4
헤어진 후에,Y2K,1tuAzKwLiI4nrJCTCHH43t,https://cdnimg.melon.co.kr/cm/album/images/000/05/441/5441_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.707,0.932,5,-5.056,0,0.0411,0.0648,0.0,0.117,0.818,123.096,audio_features,1tuAzKwLiI4nrJCTCHH43t,spotify:track:1tuAzKwLiI4nrJCTCHH43t,https://api.spotify.com/v1/tracks/1tuAzKwLiI4nrJCTCHH43t,https://api.spotify.com/v1/audio-analysis/1tuAzKwLiI4nrJCTCHH43t,208300,4
사랑할수록,부활,5R7CMPvfSM0RdBYTFuKlDt,https://cdnimg.melon.co.kr/cm/album/images/013/12/370/1312370_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.437,0.413,7,-10.967,1,0.0309,0.158,0.0,0.0419,0.243,122.168,audio_features,5R7CMPvfSM0RdBYTFuKlDt,spotify:track:5R7CMPvfSM0RdBYTFuKlDt,https://api.spotify.com/v1/tracks/5R7CMPvfSM0RdBYTFuKlDt,https://api.spotify.com/v1/audio-analysis/5R7CMPvfSM0RdBYTFuKlDt,279228,4
going home,김윤아,5TSVsb0rX427EaNYlUD4Jo,https://cdnimg.melon.co.kr/cm/album/images/008/60/568/860568_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.466,0.154,10,-10.282,1,0.036,0.962,0.000117,0.234,0.251,77.934,audio_features,5TSVsb0rX427EaNYlUD4Jo,spotify:track:5TSVsb0rX427EaNYlUD4Jo,https://api.spotify.com/v1/tracks/5TSVsb0rX427EaNYlUD4Jo,https://api.spotify.com/v1/audio-analysis/5TSVsb0rX427EaNYlUD4Jo,221347,4
6 To 9 ,카더가든,3OqPuaeeI9Zg9LtehiN1PN,https://cdnimg.melon.co.kr/cm/album/images/023/10/577/2310577_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.719,0.865,11,-4.878,0,0.167,0.13,0.0,0.377,0.744,105.103,audio_features,3OqPuaeeI9Zg9LtehiN1PN,spotify:track:3OqPuaeeI9Zg9LtehiN1PN,https://api.spotify.com/v1/tracks/3OqPuaeeI9Zg9LtehiN1PN,https://api.spotify.com/v1/audio-analysis/3OqPuaeeI9Zg9LtehiN1PN,222125,4
Antifreeze,검정치마,745W6tNeXVKjskHoCsMJvV,https://cdnimg.melon.co.kr/cm/album/images/008/31/751/831751_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.55,0.855,6,-4.7,1,0.0299,0.00408,0.0,0.2,0.336,127.961,audio_features,745W6tNeXVKjskHoCsMJvV,spotify:track:745W6tNeXVKjskHoCsMJvV,https://api.spotify.com/v1/tracks/745W6tNeXVKjskHoCsMJvV,https://api.spotify.com/v1/audio-analysis/745W6tNeXVKjskHoCsMJvV,243987,4
슬픈 표정 하지 말아요,신해철,3zjKoBJ0SOPITlUCxaJ9gy,https://cdnimg.melon.co.kr/cm/album/images/000/04/231/4231_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.464,0.347,9,-14.269,1,0.0339,0.387,3.2e-05,0.918,0.174,116.071,audio_features,3zjKoBJ0SOPITlUCxaJ9gy,spotify:track:3zjKoBJ0SOPITlUCxaJ9gy,https://api.spotify.com/v1/tracks/3zjKoBJ0SOPITlUCxaJ9gy,https://api.spotify.com/v1/audio-analysis/3zjKoBJ0SOPITlUCxaJ9gy,308062,4
